tweets,sentiment
"['adik', 'kandung', 'asma', 'vaksin', 'konsultasi', 'dokter', 'asma', 'kontrol', 'istri', 'susu', 'vaksinasi', 'stlh', 'konsultasi', 'rencana', 'vaksin', 'ragu', 'mending', 'konsultasi', 'biar', 'vaksinasi']",1.0
"['bodo', 'tunggu', 'reg', 'vaksin', 'vaksin', 'vaksin', 'reg', 'feb', 'tiba', 'phase', 'lembab', 'sgt', 'drive', 'thru', 'cepat', 'vaksinasi', 'ppv', 'nak', 'cari', 'parking', 'nak', 'turun', 'nam', 'reg', 'lembab']",0.0
"['terpa', 'kencang', 'tenda', 'vaksinasi', 'massal', 'roboh']",0.0
"['ketua', 'pegawai', 'eksekutif', 'kumpul', 'msm', 'malaysia', 'holdings', 'bhd', 'syed', 'feizal', 'syed', 'mohammad', 'minta', 'gula', 'halus', 'tingkat', 'iring', 'program', 'vaksinasi', 'nasional']",1.0
"['kabar', 'ras', 'juta', 'warga', 'indonesia', 'jalan', 'vaksinasi', 'covid']",1.0
"['perempuan', 'rajawali', 'muda', 'bakti', 'bangsa', 'sumbangsih', 'bangun', 'klinik', 'gratis', 'covid', 'agnez']",1.0
"['teman', 'kenal', 'vaksinasi', 'kmarin', 'astrazeneca', 'batch', 'bareng', 'puji', 'tuhan', 'sehat', 'kipi', 'serius', 'ragu', 'dokter', 'konsultasi', 'pas', 'vaksinasi', 'screening']",1.0
"['layan', 'vaksinasi', 'covid', 'buka', 'wib', 'simak', 'jadwal']",1.0
"['jadi', 'cepat']",1.0
"['deket', 'rumah', 'vaksinasi', 'coba', 'ikut', 'dibolehin', 'tugas', 'karyawan']",1.0
"['tinjau', 'proses', 'vaksinasi', 'kota']",1.0
"['hati', 'daun', 'undang', 'vaksin', 'ragu', 'vaksinasi', 'prokes', 'ketat', 'capek', 'ngga', 'hrs', 'psbb', 'ketat']",0.0
"['dukung', 'program', 'rutan', 'cipinang', 'gelar', 'vaksinasi', 'warga', 'bina']",1.0
"['korsel', 'terima', 'juta', 'dosis', 'vaksin', 'usaha', 'farmasi']",1.0
"['pandemi', 'insiden', 'aman', 'siber', 'tingkat', 'dampak', 'upaya', 'vaksinasi', 'baca', 'blog']",0.0
"['setia', 'bangun', 'negeri', 'korem', 'abw', 'fasilitas', 'layan', 'vaksinasi', 'interen', 'masyarakat']",1.0
"['tenda', 'vaksinasi', 'porak', 'poranda', 'terjang', 'badai']",0.0
"['budaya', 'marut', 'kelapa', 'vaksinasi']",1.0
"['pemko', 'payakumbuh', 'target', 'vaksinasi', 'warga']",1.0
"['pemkot', 'jakpus', 'gelar', 'layan', 'vaksinasi', 'blok', 'pasar', 'tanah', 'abang']",1.0
"['ribu', 'dosis', 'wali', 'kota', 'gibran', 'genjot', 'vaksinasi', 'driver', 'ojol', 'operasi', 'solo']",1.0
"['vaksinasi', 'ga', 'gejala', 'efek', 'apa', 'bad', 'normal']",0.0
"['target', 'ribu', 'vaksinasi', 'pemkot', 'tangerang', 'gandeng']",1.0
"['temu', 'yasin', 'bogor', 'banyak', 'vaksinasi', 'massal', 'yasin', 'sebut', 'dinas', 'sehat', 'bogor', 'milik', 'vial', 'dosis', 'vaksin', 'covid', 'target', 'ribu', 'dosis', 'pakai', 'vaksinasi', 'massal']",1.0
"['dukung', 'perintah', 'sukses', 'program', 'vaksinasi']",1.0
"['koramil', 'adk', 'kodim', 'muspika', 'adi', 'koting', 'sinergitas', 'kawal', 'laksana', 'vaksinasi', 'masyarakat']",1.0
"['data', 'covid', 'vaksinasi', 'covid', 'sobat', 'sobat', 'endless', 'ayo', 'jalan', 'protokol', 'sehat', 'mana', 'tingkat', 'disiplin', 'ingat', 'jaga', 'putus', 'rantai', 'covid']",1.0
"['lepas', 'drama', 'vaksinasi', 'eldorado', 'sabi', 'kerja', 'banding']",0.0
"['pemkot', 'jakpus', 'gelar', 'layan', 'vaksinasi', 'blok', 'pasar', 'tanah', 'abang', 'berita', 'jakarta']",1.0
"['vaksinasi', 'massal', 'perhati', 'serius']",0.0
"['lebat', 'serta', 'kencang', 'butir', 'sebab', 'tenda', 'vaksinasi', 'roboh', 'stadion', 'kota']",1.0
"['ojk', 'ri', 'cepat', 'vaksinasi', 'industri', 'jasa', 'uang']",1.0
"['tpp', 'kendari', 'ancam', 'potong', 'vaksinasi']",0.0
"['diam', 'diam', 'bangun', 'klinik', 'vaksinasi', 'covid', 'gratis', 'agnez', 'tuai', 'decak', 'kagum', 'idola', 'banget']",1.0
"['tau', 'tau', 'dapet', 'tiket', 'vaksinasi', 'pedulilindungi', 'tulis', 'faskes', 'bener', 'domisili', 'ttp', 'pake', 'surat', 'terang', 'domisili']",0.0
"['hadir', 'grogol', 'monitoring', 'vaksinasi', 'lansia', 'edukasi', 'laksana', 'laku', 'terap', 'batas', 'giat', 'masyarakat', 'skala', 'mikro', 'ppkm', 'tangan', 'kendali', 'sebar', 'virus', 'corona', 'covid', 'tingkat']",0.0
"['alamak', 'jang', 'londo', 'bagi', 'jam', 'austria', 'pagi', 'anak', 'wedok', 'mbarep', 'vaksinasi']",1.0
"['titip', 'dok', 'info', 'vaksinasi', 'sptw', 'ad', 'mampir', 'cek', 'cek']",0.0
"['besok', 'vaksinasi', 'parkir', 'atas']",0.0
"['sukses', 'vaksinasi', 'cipta', 'senggigi', 'bebas', 'covid']",0.0
"['ayo', 'dukung', 'perintah', 'sukses', 'program', 'vaksinasi', 'ragu', 'takut', 'ketat', 'prokes', 'abai']",1.0
"['bupati', 'kapuas', 'tinjau', 'vaksinasi', 'covid', 'kawasan', 'danau', 'mare']",1.0
"['dinkes', 'banda', 'aceh', 'pemko', 'banda', 'aceh', 'buka', 'vaksinasi', 'massal']",1.0
"['pusat', 'vaksinasi', 'covid', 'wtckl', 'kuala', 'lumpur', 'wilayah', 'sekutu', 'kuala', 'lumpur']",1.0
"['diskominfo', 'banda', 'aceh', 'vaksinasi', 'massal', 'tahap', 'kota', 'banda', 'aceh', 'sasar', 'tenaga', 'didik', 'lansia', 'pra', 'lansia']",1.0
"['sedia', 'laku', 'lepas', 'vaksinasi', 'daftar', 'vaksinasi']",1.0
"['benowo', 'pilar', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'mem', 'wilayah', 'mem', 'benowo', 'surabaya']",1.0
"['beri', 'vaksin', 'terima', 'dos', 'terima', 'dos', 'baki', 'vaksinasi', 'capai', 'imuniti', 'kelompok', 'st', 'nd', 'jangka', 'bilang', 'capai', 'imuniti', 'kelompok']",1.0
"['sambut', 'hut', 'toba', 'kawal', 'vaksinasi', 'massal']",1.0
"['check', 'out', 'great', 'kunjung', 'riau', 'ketua', 'tim', 'komisi', 'ix', 'dpr', 'ri', 'laksana', 'vaksinasi', 'riau']",1.0
"['cegah', 'sebar', 'covid', 'kota', 'gelar', 'vaksinasi', 'massal', 'gratis']",1.0
"['sempat', 'vaksinasi', 'mudah', 'akses', 'moga', 'kapasitas', 'kuota', 'vaksinasi', 'sing', 'wegah', 'rung', 'gelem', 'vaksin', 'rasah', 'ngojok', 'ngojoki', 'sing', 'sakjane', 'gelem']",1.0
"['panitia', 'pilkades', 'purwakarta', 'serentak', 'jalan', 'vaksinasi', 'covid']",1.0
"['vaksinasi', 'covid', 'agustus', 'harap', 'capai', 'herd', 'imunity', 'tinjau', 'laksana', 'vaksinasi', 'covid', 'stadion', 'bogor', 'stasiun', 'bogor', 'kota', 'bogor', 'jawa', 'barat', 'via']",1.0
"['gaada', 'daftar', 'online', 'vaksinasi', 'rumah', 'rumah', 'gin', 'muncul', 'cluster']",1.0
"['jaman', 'sumsel', 'komando', 'dukung', 'juta', 'vaksinasi', 'hari']",1.0
"['hadir', 'vaksinasi', 'harap', 'optimal', 'kerja', 'insan', 'hulu', 'migas', 'depan', 'jalan', 'tugas', 'lapang', 'awas', 'giat', 'usaha', 'hulu', 'minyak', 'gas', 'bumi', 'capai', 'cita', 'cita', 'ri', 'wujud', 'jt']",1.0
"['tinjau', 'vaksinasi', 'masyarakat', 'stadion', 'cibinong', 'bogor', 'jabar', 'sasar', 'vaksinasi', 'bogor', 'sebar', 'bogor']",1.0
"['daftar', 'vaksinasi', 'jaki', 'data', 'ktp', 'vaksin', 'kartu', 'vaksinasi', 'alamat', 'beda']",0.0
"['laku', 'vaksinasi', 'covid', 'pegawai', 'skk', 'migas', 'wakil', 'sumbagsel', 'wakil', 'kepala', 'wakil', 'skk', 'migas', 'sumbagsel', 'anggono', 'mahendrawan', 'kepala', 'departemen', 'humas', 'skk', 'migas', 'sumbagsel', 'andi', 'arie', 'ucap', 'terima', 'kasih']",1.0
"['vaksinasi', 'nasional', 'capai', 'atus', 'populasi', 'negara', 'tau', 'vaksin', 'parlimen', 'wajar', 'buka', 'teknikal', 'selamat', 'sidang', 'biadap', 'cuba', 'tidak', 'titah', 'ydpa', 'rrm']",1.0
"['stadion', 'kota', 'jawa', 'barat', 'lokasi', 'vaksinasi', 'covid', 'massal', 'landa', 'deras', 'serta', 'kencang', 'butir', 'sebab', 'tenda', 'vaksinasi', 'roboh']",1.0
"['ahli', 'antibodi', 'bentuk', 'sunti', 'dosis', 'vaksin', 'covid']",1.0
"['tdi', 'gbl', 'porak', 'poranda', 'ku', 'hhmmm', 'teu', 'narima', 'vaksinasi', 'kitu', 'sing', 'sarehat', 'deui', 'warga', 'kota', 'jaga', 'daya', 'tahan', 'tubuh', 'ayeuna', 'keur', 'panca', 'roba']",1.0
"['tenda', 'vaksinasi', 'roboh', 'akibat', 'serta']",0.0
"['tenda', 'vaksinasi', 'covid', 'massal', 'roboh', 'gelar', 'vaksinasi', 'judul', 'serbu', 'vaksinasi', 'gelar', 'pagi', 'giat', 'rencana', 'ikut', 'wilayah', 'raya']",1.0
"['capai', 'target', 'ribu', 'vaksinasi', 'pemkot', 'tangerang', 'gandeng']",1.0
"['vaksinasi', 'cepat', 'daerah', 'daerah', 'interaksi', 'masyarakat', 'cepat', 'interaksi', 'mobilitas', 'stasiun', 'bus', 'airport', 'labuh']",1.0
"['urkes', 'probolinggo', 'kota', 'gerak', 'laku', 'vaksinasi']",1.0
"['banyak', 'tarik', 'rem', 'lambat', 'ngegas', 'target', 'vaksinasi', 'lambat', 'jancuk']",0.0
"['serta', 'bpjs', 'prioritas', 'program', 'vaksinasi', 'faskes', 'serta', 'cepat', 'sasar', 'serta', 'daftar', 'faskesnya', 'irit', 'biaya', 'vaksinasi', 'masal', 'lapang', 'timbul', 'cluster']",1.0
"['mumpung', 'vaksinasi', 'gratis', 'manfaat', 'sempat', 'syarat', 'bawa', 'ktp']",1.0
"['vaksinasi', 'lokasi', 'sintong', 'abadi', 'program']",1.0
"['kalurahan', 'tirtohargo', 'laksana', 'giat', 'pantau', 'laksana', 'vaksinasi', 'covid', 'aula', 'kalurahan', 'tirtohargo']",1.0
"['jenderal', 'sigit', 'menteri', 'kesehtan', 'budi', 'gunadi', 'sadikin', 'tinjau', 'vaksinasi', 'stadion', 'jawa', 'barat']",1.0
"['cepat', 'vaksinasi', 'interaksi', 'bogor', 'biro', 'pers', 'media', 'informasi', 'sekretariat', 'website', 'youtube', 'sekretariat']",1.0
"['serma', 'suripan', 'lem', 'sugiyanto', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'lansia', 'tempat', 'aula', 'balai', 'lem', 'laksana', 'tugas', 'sehat', 'golong']",0.0
"['vaksinasi', 'hari', 'bogor', 'capai', 'ribu']",1.0
"['info', 'program', 'vaksinasi', 'turun', 'cluster', 'kantor', 'laksana']",0.0
"['dukung', 'vaksinasi', 'nasional', 'juta', 'vaksin', 'covid']",1.0
"['warga', 'dki', 'jakarta', 'usia', 'ikut', 'program', 'vaksinasi', 'covid', 'gratis', 'simak', 'lengkap']",1.0
"['buanajaya', 'ubrug', 'bantargadung', 'sukabumi', 'giat', 'pam', 'vaksinasi', 'himbauan', 'prokes', 'laksana', 'vaksinasi', 'tim', 'medis', 'puskesma', 'warungkiara', 'sbb', 'daftar', 'vaksin', 'tunda']",0.0
"['kapolres', 'badung', 'pantau', 'vaksinasi', 'covid', 'massal', 'abiansemal']",0.0
"['laksana', 'sentra', 'vaksinasi', 'massal', 'upaya', 'penuh', 'target', 'juta', 'vaksinasi', 'kota', 'agustus']",1.0
"['forum', 'koordinasi', 'pimpin', 'kota', 'forkopimko', 'jakarta', 'pusat', 'gelar', 'sentra', 'vaksinasi', 'massal', 'covid', 'massal', 'kawasan', 'blok', 'pasar', 'tanah', 'abang']",1.0
"['anda', 'vaksin', 'kemas', 'bentuk', 'tablet', 'sachet', 'sebar', 'vaksinasi', 'cepat']",1.0
"['kota', 'gelar', 'vaksinasi', 'massal']",1.0
"['warungkiara', 'nandi', 'sukaharja', 'warungkiara', 'sukabumi', 'giat', 'pam', 'vaksinasi', 'himbauan', 'prokes', 'laksana', 'vaksinasi', 'tim', 'medis', 'puskesma', 'warungkiara', 'sbb', 'daftar', 'vaksin', 'tunda']",0.0
"['selamat', 'baca', 'tingkat', 'cakup', 'program', 'vaksinasi', 'nasional', 'baharu', 'atur', 'laksana', 'vaksinasi', 'rangka', 'tanggulang', 'pandemi']",1.0
"['itb', 'buka', 'vaksinasi', 'alumni', 'keluarga', 'syarat', 'lokasi']",1.0
"['wali', 'kota', 'jakbar', 'dandim', 'tinjau', 'vaksinasi', 'rusun', 'angke', 'tambora']",1.0
"['dosis', 'wali', 'kota', 'gibran', 'genjot', 'vaksinasi', 'driver', 'ojol', 'operasi', 'solo']",1.0
"['tinjau', 'vaksinasi', 'massal', 'stadion', 'bogor']",1.0
"['udh', 'colong', 'kontak', 'positif', 'pcr', 'apd', 'udh', 'cocok', 'uji', 'klinis', 'vaksinasi']",1.0
"['warungkiara', 'nandi', 'ubrug', 'warungkiara', 'sukabumi', 'giat', 'pam', 'vaksinasi', 'himbauan', 'prokes', 'laksana', 'vaksinasi', 'tim', 'medis', 'puskesma', 'warungkiara', 'sbb', 'daftar', 'vaksin', 'tunda']",0.0
"['pemkot', 'jakpus', 'kolaborasi', 'bareng', 'green', 'pramuka', 'gelar', 'vaksinasi', 'covid']",1.0
"['pusat', 'izin', 'vaksinasi', 'warga', 'usia', 'bekas']",0.0
"['vaksinasi', 'massal', 'lansia', 'laksana', 'cikarang', 'timur']",1.0
"['susah', 'abis', 'vaksinasi', 'kepala', 'sakit', 'gin', 'ga', 'tidur', 'mimpi', 'buruk']",0.0
"['vaksinasi', 'kaya', 'sporadis', 'gin', 'hari', 'selesai', 'pindah', 'program', 'minimal', 'ga', 'parebut', 'padedet']",1.0
"['pasongsongan', 'laku', 'cepat', 'vaksinasi', 'covid']",1.0
"['pantau', 'vaksinasi', 'disiplin', 'prokes', 'butuh', 'ut']",1.0
"['warga', 'raya', 'serbu', 'stadion', 'gedebage', 'kota', 'ikut', 'vaksinasi', 'massal']",0.0
"['edar', 'video', 'antre', 'vaksinasi']",1.0
"['silah', 'rsud', 'sentra', 'layan', 'vaksinasi', 'dekat', 'bawa', 'ktp', 'dki', 'jakarta', 'isi', 'data', 'lokasi', 'vaksinasi', 'daftar', 'pilih', 'jadwal', 'vaksinasi', 'jaki']",1.0
"['libat', 'sektor', 'jasa', 'uang', 'cepat', 'vaksinasi', 'covid']",1.0
"['jakarta', 'tingkat', 'vaksinasi', 'tekan', 'sebar', 'corona']",1.0
"['welcome', 'usaha', 'jakarta', 'kantor', 'vaksinasi']",1.0
"['info', 'vaksinasi', 'gotong', 'royong', 'skema']",0.0
"['harap', 'usaha', 'program', 'vaksin', 'gotong', 'royong', 'sumbang', 'vaksin', 'warga', 'karyawannya', 'cepat', 'cakup', 'vaksinasi', 'nasional']",1.0
"['tenda', 'vaksinasi', 'massal', 'stadion', 'ambruk']",0.0
"['pusat', 'vaksinasi']",1.0
"['kabar', 'vaksinasi', 'msyarakat']",1.0
"['dinkes', 'kalteng', 'vaksinasi', 'bentuk', 'ikhtiar', 'lawan', 'covid']",1.0
"['cek', 'vaksinasi', 'menkes', 'pasti', 'tambah', 'dosis', 'optimal']",1.0
"['gamau', 'sebenernya', 'vaksinasi', 'sinopharm', 'hubung', 'sakit', 'gak', 'dianjurin', 'thx', 'info']",0.0
"['warga', 'kradinan', 'antusias', 'vaksinasi', 'covid']",1.0
"['vaksinasi', 'tahap', 'rasa', 'ga', 'ga', 'sus', 'gel', 'ngantuk', 'laper', 'ga', 'ngantuk', 'laperan', 'kaya', 'ga', 'beda', 'serius', 'ketawa']",0.0
"['wagub', 'tinjau', 'cepat', 'vaksinasi', 'kantor', 'kalteng']",1.0
"['berita', 'baru', 'gandeng', 'dinkes', 'pkk', 'bitung', 'prakarsa', 'cepat', 'vaksinasi', 'covid']",1.0
"['masyarakat', 'padat', 'kompleks', 'stadion', 'wib', 'lengkap', 'klik']",1.0
"['barus', 'hendra', 'sinaga', 'monitor', 'vaksinasi', 'barus']",1.0
"['malang', 'pasuk', 'pekan', 'tiga', 'laksana', 'vaksinasi', 'vaksin', 'astrazeneca']",0.0
"['coba', 'cek']",0.0
"['kunjung', 'kantor', 'kedung', 'waringin', 'aiptu', 'gianto', 'koordinasi', 'laksana', 'giat', 'vaksinasi', 'covid', 'warga', 'usia', 'atas']",0.0
"['cepat', 'vaksinasi', 'daerah', 'interaksi']",1.0
"['sapa', 'warga', 'vaksin', 'andrei', 'angouw', 'pantau', 'detail', 'proses', 'vaksinasi']",1.0
"['tinjau', 'vaksinasi', 'center', 'andrei', 'angouw', 'sanksi', 'wali', 'kota', 'wakil', 'wali', 'kota', 'manado', 'andrei', 'angouw', 'richard', 'sualang', 'tinjau', 'jalan', 'vaksinasi', 'hebat', 'pemkot', 'manado', 'center']",1.0
"['vaksinasi', 'bal', 'persen', 'tuju', 'mudik', 'kmarin', 'mutusin', 'ndak', 'mudik']",0.0
"['sertu', 'sutardi', 'genengduwur', 'genengduwur', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'lansia', 'tempat', 'aula', 'balai', 'genengduwur', 'laksana', 'tugas', 'sehat', 'golong']",0.0
"['sasar', 'vaksin']",1.0
"['diy', 'irjen', 'asep', 'suhendar', 'tinjau', 'laksana', 'vaksinasi', 'covid', 'pendopo', 'royal', 'ambarukmo', 'yogyakarta']",1.0
"['cikarageman', 'aipda', 'ugi', 'handoko', 'laksana', 'aman', 'vaksinasi', 'lansia', 'kantor', 'cikarageman', 'setu']",1.0
"['vaksinasi', 'never', 'idea']",1.0
"['supriyanta', 'serda', 'matroni', 'sosialisasi', 'vaksinasi', 'covid', 'lansia', 'kp', 'bulak', 'bunut', 'karangsambung']",1.0
"['vaksinasi', 'massal', 'dongkrak', 'gairah', 'masyarakat']",1.0
"['ayo', 'vaksinasi', 'covid']",1.0
"['nu', 'mpd', 'gelar', 'vaksinasi', 'gratis', 'rawan', 'mahasiswa']",1.0
"['aspek', 'bayar', 'mrupakn', 'upaya', 'kemekes', 'selenggara', 'program', 'vaksinasi', 'nasional', 'prcepatan', 'laju', 'vaksinasi', 'capa', 'herd', 'immunity', 'perhati', 'butuh', 'vaksinasi', 'covid', 'indonesia']",0.0
"['diperjualbelikan', 'atur', 'tangan', 'kipi', 'stlh', 'terima', 'vaksinasi', 'covid', 'butuh', 'obat', 'awat', 'faskes', 'sesuai', 'indikasi', 'medis', 'protokol', 'obat']",1.0
"['izin', 'guna', 'jenis', 'vaksin', 'covid', 'program', 'vaksinasi', 'vaksinasi', 'gotong', 'royong', 'catat', 'vaksin', 'merek', 'sinopharm', 'skema', 'hibah', 'perintah', 'ribu', 'dosis']",1.0
"['vaksin', 'tetap', 'vaksinasi', 'gr', 'sinopharm', 'moderna', 'cansino', 'vaksin', 'sinovac', 'pfizer', 'astrazeneca', 'novavax', 'vaksin', 'gotong', 'royong']",1.0
"['tingkat', 'cakup', 'program', 'vaksinasi', 'nasional', 'baharu', 'atur', 'laksana', 'vaksinasi', 'rangka', 'tanggulang', 'pandemi', 'covid']",1.0
"['mantau', 'vaksinasi', 'pake', 'pake', 'face', 'shield', 'sok', 'prokes', 'ko', 'gilir', 'kaya', 'gin', 'nyontohinnya', 'dasar', 'kasar']",1.0
"['tim', 'medis', 'dd', 'terjun', 'latih', 'vaksinator', 'pemda', 'dki']",1.0
"['vaksinasi', 'massal', 'tanah', 'abang', 'target', 'warga']",1.0
"['provinsi', 'dki', 'jakarta', 'gelar', 'vaksinasi', 'warga', 'usia']",1.0
"['warga', 'cengkareng', 'bentuk', 'apresiasi', 'karna', 'antusiasme', 'warga', 'buka', 'pos', 'vaksinasi', 'cengkareng', 'daftar', 'link', 'karna', 'terima', 'show']",1.0
"['serka', 'rahmadi', 'wakil', 'danramil', 'tanon', 'hadir', 'giat', 'vaksinasi', 'covid', 'lansia', 'muspika', 'tanon', 'tempat', 'tanon', 'tanon']",0.0
"['beda', 'vaksinasi', 'gotong', 'royong', 'vaksinasi', 'program']",0.0
"['salah', 'vaksinasi', 'sebab', 'varian', 'covid']",1.0
"['vaksinasi', 'covid', 'ri', 'dosis', 'sunti', 'download', 'aplikasi', 'tribunnews', 'berita', 'baru', 'dapat', 'android']",0.0
"['vaksinasi', 'rata', 'ko', 'daerah', 'sya', 'perintah', 'peduli', 'kpda', 'rakyat']",1.0
"['personil', 'palipi', 'laksana', 'monitoring', 'giat', 'vaksinasi', 'covid', 'janji', 'maria', 'sitio', 'tio']",1.0
"['rebah', 'vaksinasi', 'ninu', 'ninu', 'gak', 'ngasih', 'parasetamol', 'kayak', 'beli', 'hhhh']",1.0
"['vaksinasi', 'dikebutttttt', 'juta', 'hari', 'indonesia']",1.0
"['usaha', 'tekan', 'angka', 'dki', 'vaksinasi', 'gin', 'gin']",1.0
"['misal', 'vaksin', 'hibah', 'merknya', 'sprti', 'vaksinasi', 'goting', 'royong', 'vaksin', 'pakai', 'vaksinasi', 'prog', 'vaksinasi', 'prog', 'brarti', 'beli', 'vaksinasi', 'gr', 'vaksin', 'hibah', 'tanda']",1.0
"['wali', 'kota', 'jayapura', 'benhur', 'tom', 'mano', 'masyarakat', 'antusias', 'ikut', 'vaksinasi']",0.0
"['tahap', 'kota', 'solo', 'ribu', 'vaksin', 'masyarakat', 'usia']",1.0
"['baru', 'tangan', 'jakarta', 'data', 'tes', 'pcr', 'antigen', 'vaksinasi', 'dki', 'jakarta', 'strategi', 'tes', 'lacak', 'isolasi', 'gencar', 'temu', 'banyak', 'positif', 'tular', 'virus']",1.0
"['pelaskanaan', 'giat', 'operasi', 'manusia', 'rangka', 'bhakti', 'sehat', 'negeri', 'vaksinasi', 'covid', 'kantor', 'trida', 'sakti', 'tambun', 'selatan', 'bekas']",1.0
"['nak', 'vaksinasi', 'malaysia', 'kot', 'sukarelawan', 'vaksin', 'minggu', 'penuh', 'cuti', 'depa', 'robot', 'cuti', 'fikir', 'penat', 'lelah']",1.0
"['damping', 'vaksinasi', 'massal', 'stasiun', 'lapang', 'bola']",1.0
"['deras', 'tenda', 'vaksinasi', 'roboh', 'kursi', 'sera']",0.0
"['tinjau', 'bupati', 'ratus', 'warga', 'antusias', 'jalan', 'vaksinasi', 'covid']",1.0
"['jubir', 'vaksinasi', 'indonesia', 'hibah', 'dosis', 'vaksin', 'sinopharm', 'dikrnkan', 'hibah', 'vaksin', 'hibah', 'vaksinasi', 'program']",1.0
"['kayak', 'udh', 'vaksinasi', 'tahap', 'warga', 'usia', 'jakarta', 'surabaya', 'bal', 'daerah', 'gada', 'informasi']",0.0
"['sambut', 'hut', 'tulungagung', 'gelar', 'vaksinasi', 'covid']",1.0
"['korem', 'abw', 'fasilitas', 'layan', 'vaksinasi', 'interen', 'masyarakat']",1.0
"['provinsi', 'jawa', 'barat', 'gelar', 'vaksinasi', 'massal', 'stadion', 'jawa', 'barat', 'menkes', 'kepala', 'bnpb', 'hadir', 'saksi', 'vaksinasi', 'massal', 'foto', 'kumpar']",1.0
"['damping', 'vaksinasi', 'massal', 'stasiun', 'lapang', 'bola']",1.0
"['harap', 'keras', 'cepat', 'program', 'vaksinasi', 'vaksinasi', 'target', 'bogor', 'capai', 'kebal', 'komunal', 'agustus']",1.0
"['laksana', 'vaksinasi', 'covid', 'usia', 'aula', 'up', 'paud', 'dikmas', 'wilayah', 'kebon', 'jeruk']",1.0
"['bincang', 'konferensi', 'video', 'wakil', 'rumah', 'sakit', 'ada', 'vaksinasi', 'permata', 'jonggol', 'emc', 'sentul', 'bina', 'husada', 'cimandala', 'citeureup', 'karadenan']",1.0
"['tinjau', 'vaksinasi', 'masyarakat', 'stadion', 'cibinong', 'bogor', 'jawa', 'barat', 'sasar', 'vaksinasi', 'bogor', 'sebar']",1.0
"['ijin', 'usul', 'bagi', 'nutrisi', 'hasil', 'bumi', 'tani', 'nelayan', 'indonesia', 'gizi', 'sentra', 'vaksinasi', 'giat', 'makan', 'ikan']",1.0
"['tips', 'adik', 'dokter', 'selesai', 'observasi', 'vaksinasi', 'az', 'minum', 'panadol']",1.0
"['selamat', 'sore', 'vaksinasi', 'kerja', 'wilayah', 'dki', 'jakarta', 'surat', 'terang', 'daftar', 'link', 'daftar', 'terima', 'show', 'terimakasih']",1.0
"['tentu', 'baru', 'laksana', 'vaksinasi', 'sesuai', 'sah', 'menkes', 'poin', 'utama', 'boleh', 'terima', 'vaksin', 'vaksinasi', 'gr', 'skema', 'hibah', 'bantu', 'gratis']",1.0
"['bandel', 'ngeyel', 'ajar', 'case', 'madura', 'maaf', 'kutip', 'nyata', 'ceramah', 'agama', 'ngawur', 'takut', 'nakuti', 'ajar', 'sesat', 'hindar', 'test', 'vaksinasi', 'daerah', 'diem', 'sribu', 'basa']",0.0
"['giat', 'sumbul', 'laksana', 'aman', 'vaksinasi', 'covid', 'poskesdes', 'perrik', 'mbue', 'pegagan', 'hilir', 'dairi']",1.0
"['jun', 'libat', 'sukarelawan', 'politeknik', 'jeli', 'lantan', 'program', 'outreach', 'vaksinasi', 'covid', 'daerah', 'jeli', 'ayer', 'lanas']",1.0
"['tolak', 'daerah', 'tinjau', 'vaksinasi']",0.0
"['telukjambe', 'timur', 'kompol', 'oesman', 'iq', 'danramil', 'telukjambe', 'monitoring', 'giat', 'vaksinasi', 'warga', 'blok', 'perumnas', 'bumi', 'telukjambe', 'vaksinasi', 'terap', 'protokol', 'sehat']",1.0
"['jam', 'vaksinasi', 'demam']",1.0
"['giat', 'sumbul', 'laksana', 'aman', 'vaksinasi', 'covid', 'sumbul', 'pegagan', 'julu', 'sumbul', 'dairi']",1.0
"['vaksin', 'covid', 'gratis', 'klinik', 'vaksinasi', 'diri', 'agnez', 'artha', 'graha', 'peduli']",1.0
"['rangka', 'cepat', 'herd', 'immunity', 'sesuai', 'usul', 'dunia', 'usaha', 'kadin', 'selenggara', 'program', 'vaksinasi', 'gotong', 'royong']",1.0
"['prajurit', 'yonif', 'mekanis', 'raider', 'bremoro', 'terima', 'suntik', 'vaksinasi', 'covid', 'tahap']",1.0
"['vaksinasi', 'nasional', 'capai', 'liput', 'atus', 'populasi', 'negara', 'rakyat', 'parlimen', 'libat', 'rakyat', 'ahli', 'parlimen', 'vaksin', 'teknikal', 'selamat', 'sidang', 'parlimen']",1.0
"['riau', 'papar', 'capai', 'vaksinasi', 'komisi', 'ix', 'dpr', 'ri']",1.0
"['duduk', 'tempat', 'dar', 'risiko', 'vaksin', 'mati', 'hari', 'pulau']",0.0
"['kodim', 'bangli', 'intensif', 'aman', 'laksana', 'gertak', 'vaksinasi', 'bangbang']",0.0
"['lancar', 'jaring', 'internet', 'laksana', 'registrasi', 'skrining', 'giat', 'vaksinasi', 'kodim', 'natuna', 'bekerjasama', 'telkom', 'ranai', 'laksana', 'pasang', 'wifi', 'gedung', 'sri', 'serindit', 'yos', 'sudarso', 'batu', 'hitam', 'bungur', 'timur', 'natuna']",1.0
[],1.0
