,tweets,label,sentiment
374,"['lawan', 'virus', 'covid', 'vaksinasi', 'protokol', 'sehat', 'aktivitas', 'rumah', 'sob']",1.0,1.0
375,"['panik', 'gak', 'engga', 'kerabat', 'salah', 'alami', 'jadi', 'ikut', 'pasca', 'imunisasi', 'kipi', 'vaksinasi', 'utama', 'tenang', 'panik', 'sobatkom']",1.0,0.0
376,"['sensasi', 'buru', 'buru', 'hoki', 'hoki', 'daftar', 'vaksinasi', 'warga', 'dki', 'jakarta', 'serasa', 'heboh', 'heboh', 'ngisi', 'krs']",1.0,1.0
377,"['akang', 'ad', 'vaksinasi', 'covid', 'klinik', 'capa', 'ad', 'hegarmanah', 'ad', 'syarat']",1.0,1.0
378,"['rapat', 'koordinasi', 'rangka', 'cepat', 'program', 'vaksinasi', 'covid', 'banjar', 'pimpin', 'wakapolres', 'banjar', 'tempat', 'aula', 'tribrata', 'banjar']",1.0,1.0
379,"['vaksinasi', 'bawah', 'taun', 'ga', 'mandiri']",1.0,0.0
380,"['muspika', 'malang', 'laksana', 'kece', 'giat', 'vaksinasi', 'gel', 'tahap', 'tugas', 'layan', 'publik', 'tempat', 'kantor', 'balai', 'tlogowatu', 'malang', 'klaten']",1.0,0.0
381,"['vaksinasi', 'only', 'way', 'back', 'normal', 'nak', 'vaksin', 'slot', 'takde']",0.0,1.0
382,"['tugas', 'patroli', 'sambung', 'pemdes', 'bojong', 'kawunganten', 'giat', 'vaksinasi', 'woro', 'woro', 'himbauan', 'kamtibmas', 'masy', 'patuh', 'terap', 'prokes', 'srt', 'cegah', 'rawan', 'siang']",1.0,0.0
383,"['rais', 'syuriyah', 'pcnu', 'cianjur', 'vaksinasi', 'ikhtiar', 'kolektif', 'atas', 'pandemi', 'covid']",1.0,0.0
384,"['nanya', 'putar', 'vaksinasi', 'ga', 'serius', 'plis']",1.0,0.0
385,"['vaksinasi', 'covid', 'lansia', 'bal', 'capai', 'persen']",1.0,1.0
386,"['dki', 'jakarta', 'zona', 'merah', 'dokter', 'senior', 'rutan', 'sosialisasi', 'vaksin', 'warga', 'bina', 'kepala', 'subsie', 'administrasi', 'awat', 'gaffar', 'waliyondi', 'dokter', 'senior', 'yusman', 'ada', 'sosialisasi', 'kait', 'laksana', 'vaksinasi', 'cegah', 'covid']",0.0,1.0
387,"['minat', 'dok', 'smp', 'buru', 'vaksin', 'cari', 'info', 'vaksinasi', 'daftar']",1.0,1.0
388,"['cek', 'vaksinasi', 'kunjung', 'daerah', 'rawan', 'covid']",1.0,0.0
389,"['ga', 'gtu', 'sistem', 'vaksinasi', 'ga', 'bikin', 'kerumun']",0.0,0.0
390,"['vaksinasi', 'lansia']",1.0,1.0
391,"['tinjau', 'vaksinasi', 'harap', 'program', 'vaksinasi', 'juta', 'capai']",1.0,1.0
392,"['lansia', 'wonoroto', 'laku', 'vaksinasi', 'cegah', 'covid']",1.0,1.0
393,"['kanit', 'intel', 'widasari', 'koramil', 'bangodua', 'laku', 'monitoring', 'giat', 'vaksinasi', 'covid', 'tahap', 'pra', 'lansia', 'lansia', 'didik', 'tenaga', 'didik', 'wilayah', 'widasari']",1.0,1.0
394,"['bocah', 'tinggal', 'gigit', 'anjing', 'gencar', 'vaksinasi', 'rabies']",0.0,0.0
395,"['tinjau', 'vaksinasi', 'massal', 'masyarakat', 'sandang', 'disabilitas', 'stadion', 'id']",1.0,1.0
396,"['vaksinasi', 'covid', 'denpasar', 'capai', 'persen']",1.0,1.0
397,"['gibran', 'optimis', 'herd', 'immunity', 'capai', 'solo', 'data', 'rilis', 'program', 'vaksinasi', 'solo', 'capai', 'persen', 'target', 'provinsi', 'jawa']",1.0,1.0
398,"['tinjau', 'vaksinasi', 'harap', 'program', 'vaksinasi', 'juta', 'capai']",1.0,1.0
399,"['toko', 'swalayan', 'gardena', 'urip', 'sumoharjo', 'yogyakarta', 'personil', 'sabhara', 'gondokusuman', 'pimpin', 'panit', 'sabhara', 'ipda', 'wagimin', 'laksana', 'sambang', 'pantau', 'giat', 'vaksinasi', 'karyawan', 'toko', 'swalayan', 'gardena', 'urip', 'sumoharjo']",1.0,1.0
400,"['tinjau', 'vaksinasi', 'sukun', 'vaksinasi', 'salah', 'tekan', 'tular', 'corona', 'lengkap', 'klik', 'taut']",1.0,0.0
401,"['cepat', 'vaksinasi', 'guru', 'warga', 'sekolah', 'sekolah', 'buka', 'pdpr']",1.0,1.0
402,"['cepat', 'vaksinasi', 'covid']",1.0,1.0
403,"['jaga', 'sehat', 'seru', 'serda', 'suroto', 'damping', 'laksana', 'vaksinasi']",1.0,1.0
404,"['adik', 'kandung', 'asma', 'vaksin', 'konsultasi', 'dokter', 'asma', 'kontrol', 'istri', 'susu', 'vaksinasi', 'stlh', 'konsultasi', 'rencana', 'vaksin', 'ragu', 'mending', 'konsultasi', 'biar', 'vaksinasi']",1.0,1.0
405,"['bodo', 'tunggu', 'reg', 'vaksin', 'vaksin', 'vaksin', 'reg', 'feb', 'tiba', 'phase', 'lembab', 'sgt', 'drive', 'thru', 'cepat', 'vaksinasi', 'ppv', 'nak', 'cari', 'parking', 'nak', 'turun', 'nam', 'reg', 'lembab']",0.0,0.0
406,"['terpa', 'kencang', 'tenda', 'vaksinasi', 'massal', 'roboh']",0.0,0.0
407,"['ketua', 'pegawai', 'eksekutif', 'kumpul', 'msm', 'malaysia', 'holdings', 'bhd', 'syed', 'feizal', 'syed', 'mohammad', 'minta', 'gula', 'halus', 'tingkat', 'iring', 'program', 'vaksinasi', 'nasional']",1.0,1.0
408,"['kabar', 'ras', 'juta', 'warga', 'indonesia', 'jalan', 'vaksinasi', 'covid']",1.0,1.0
409,"['perempuan', 'rajawali', 'muda', 'bakti', 'bangsa', 'sumbangsih', 'bangun', 'klinik', 'gratis', 'covid', 'agnez']",1.0,1.0
410,"['teman', 'kenal', 'vaksinasi', 'kmarin', 'astrazeneca', 'batch', 'bareng', 'puji', 'tuhan', 'sehat', 'kipi', 'serius', 'ragu', 'dokter', 'konsultasi', 'pas', 'vaksinasi', 'screening']",1.0,1.0
411,"['layan', 'vaksinasi', 'covid', 'buka', 'wib', 'simak', 'jadwal']",1.0,1.0
412,"['jadi', 'cepat']",1.0,1.0
413,"['deket', 'rumah', 'vaksinasi', 'coba', 'ikut', 'dibolehin', 'tugas', 'karyawan']",0.0,1.0
414,"['tinjau', 'proses', 'vaksinasi', 'kota']",1.0,1.0
415,"['hati', 'daun', 'undang', 'vaksin', 'ragu', 'vaksinasi', 'prokes', 'ketat', 'capek', 'ngga', 'hrs', 'psbb', 'ketat']",0.0,0.0
416,"['dukung', 'program', 'rutan', 'cipinang', 'gelar', 'vaksinasi', 'warga', 'bina']",1.0,1.0
417,"['korsel', 'terima', 'juta', 'dosis', 'vaksin', 'usaha', 'farmasi']",1.0,1.0
418,"['pandemi', 'insiden', 'aman', 'siber', 'tingkat', 'dampak', 'upaya', 'vaksinasi', 'baca', 'blog']",0.0,0.0
419,"['setia', 'bangun', 'negeri', 'korem', 'abw', 'fasilitas', 'layan', 'vaksinasi', 'interen', 'masyarakat']",1.0,1.0
420,"['tenda', 'vaksinasi', 'porak', 'poranda', 'terjang', 'badai']",0.0,0.0
421,"['budaya', 'marut', 'kelapa', 'vaksinasi']",1.0,1.0
422,"['pemko', 'payakumbuh', 'target', 'vaksinasi', 'warga']",1.0,1.0
423,"['pemkot', 'jakpus', 'gelar', 'layan', 'vaksinasi', 'blok', 'pasar', 'tanah', 'abang']",1.0,1.0
424,"['ribu', 'dosis', 'wali', 'kota', 'gibran', 'genjot', 'vaksinasi', 'driver', 'ojol', 'operasi', 'solo']",1.0,1.0
425,"['vaksinasi', 'ga', 'gejala', 'efek', 'apa', 'bad', 'normal']",1.0,0.0
426,"['target', 'ribu', 'vaksinasi', 'pemkot', 'tangerang', 'gandeng']",1.0,1.0
427,"['temu', 'yasin', 'bogor', 'banyak', 'vaksinasi', 'massal', 'yasin', 'sebut', 'dinas', 'sehat', 'bogor', 'milik', 'vial', 'dosis', 'vaksin', 'covid', 'target', 'ribu', 'dosis', 'pakai', 'vaksinasi', 'massal']",1.0,1.0
428,"['dukung', 'perintah', 'sukses', 'program', 'vaksinasi']",1.0,1.0
429,"['koramil', 'adk', 'kodim', 'muspika', 'adi', 'koting', 'sinergitas', 'kawal', 'laksana', 'vaksinasi', 'masyarakat']",1.0,1.0
430,"['data', 'covid', 'vaksinasi', 'covid', 'sobat', 'sobat', 'endless', 'ayo', 'jalan', 'protokol', 'sehat', 'mana', 'tingkat', 'disiplin', 'ingat', 'jaga', 'putus', 'rantai', 'covid']",1.0,1.0
431,"['lepas', 'drama', 'vaksinasi', 'eldorado', 'sabi', 'kerja', 'banding']",1.0,0.0
432,"['pemkot', 'jakpus', 'gelar', 'layan', 'vaksinasi', 'blok', 'pasar', 'tanah', 'abang', 'berita', 'jakarta']",1.0,1.0
433,"['vaksinasi', 'massal', 'perhati', 'serius']",1.0,0.0
434,"['lebat', 'serta', 'kencang', 'butir', 'sebab', 'tenda', 'vaksinasi', 'roboh', 'stadion', 'kota']",0.0,1.0
435,"['ojk', 'ri', 'cepat', 'vaksinasi', 'industri', 'jasa', 'uang']",1.0,1.0
436,"['tpp', 'kendari', 'ancam', 'potong', 'vaksinasi']",0.0,0.0
437,"['diam', 'diam', 'bangun', 'klinik', 'vaksinasi', 'covid', 'gratis', 'agnez', 'tuai', 'decak', 'kagum', 'idola', 'banget']",1.0,1.0
438,"['tau', 'tau', 'dapet', 'tiket', 'vaksinasi', 'pedulilindungi', 'tulis', 'faskes', 'bener', 'domisili', 'ttp', 'pake', 'surat', 'terang', 'domisili']",1.0,0.0
439,"['hadir', 'grogol', 'monitoring', 'vaksinasi', 'lansia', 'edukasi', 'laksana', 'laku', 'terap', 'batas', 'giat', 'masyarakat', 'skala', 'mikro', 'ppkm', 'tangan', 'kendali', 'sebar', 'virus', 'corona', 'covid', 'tingkat']",1.0,0.0
440,"['alamak', 'jang', 'londo', 'bagi', 'jam', 'austria', 'pagi', 'anak', 'wedok', 'mbarep', 'vaksinasi']",1.0,1.0
441,"['titip', 'dok', 'info', 'vaksinasi', 'sptw', 'ad', 'mampir', 'cek', 'cek']",1.0,0.0
442,"['besok', 'vaksinasi', 'parkir', 'atas']",1.0,0.0
443,"['sukses', 'vaksinasi', 'cipta', 'senggigi', 'bebas', 'covid']",1.0,0.0
444,"['ayo', 'dukung', 'perintah', 'sukses', 'program', 'vaksinasi', 'ragu', 'takut', 'ketat', 'prokes', 'abai']",1.0,1.0
445,"['bupati', 'kapuas', 'tinjau', 'vaksinasi', 'covid', 'kawasan', 'danau', 'mare']",1.0,1.0
446,"['dinkes', 'banda', 'aceh', 'pemko', 'banda', 'aceh', 'buka', 'vaksinasi', 'massal']",1.0,1.0
447,"['pusat', 'vaksinasi', 'covid', 'wtckl', 'kuala', 'lumpur', 'wilayah', 'sekutu', 'kuala', 'lumpur']",1.0,1.0
448,"['diskominfo', 'banda', 'aceh', 'vaksinasi', 'massal', 'tahap', 'kota', 'banda', 'aceh', 'sasar', 'tenaga', 'didik', 'lansia', 'pra', 'lansia']",1.0,1.0
449,"['sedia', 'laku', 'lepas', 'vaksinasi', 'daftar', 'vaksinasi']",1.0,1.0
450,"['benowo', 'pilar', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'mem', 'wilayah', 'mem', 'benowo', 'surabaya']",1.0,1.0
451,"['beri', 'vaksin', 'terima', 'dos', 'terima', 'dos', 'baki', 'vaksinasi', 'capai', 'imuniti', 'kelompok', 'st', 'nd', 'jangka', 'bilang', 'capai', 'imuniti', 'kelompok']",1.0,1.0
452,"['sambut', 'hut', 'toba', 'kawal', 'vaksinasi', 'massal']",1.0,1.0
453,"['check', 'out', 'great', 'kunjung', 'riau', 'ketua', 'tim', 'komisi', 'ix', 'dpr', 'ri', 'laksana', 'vaksinasi', 'riau']",1.0,1.0
454,"['cegah', 'sebar', 'covid', 'kota', 'gelar', 'vaksinasi', 'massal', 'gratis']",1.0,1.0
455,"['sempat', 'vaksinasi', 'mudah', 'akses', 'moga', 'kapasitas', 'kuota', 'vaksinasi', 'sing', 'wegah', 'rung', 'gelem', 'vaksin', 'rasah', 'ngojok', 'ngojoki', 'sing', 'sakjane', 'gelem']",1.0,1.0
456,"['panitia', 'pilkades', 'purwakarta', 'serentak', 'jalan', 'vaksinasi', 'covid']",1.0,1.0
457,"['vaksinasi', 'covid', 'agustus', 'harap', 'capai', 'herd', 'imunity', 'tinjau', 'laksana', 'vaksinasi', 'covid', 'stadion', 'bogor', 'stasiun', 'bogor', 'kota', 'bogor', 'jawa', 'barat', 'via']",1.0,1.0
458,"['gaada', 'daftar', 'online', 'vaksinasi', 'rumah', 'rumah', 'gin', 'muncul', 'cluster']",0.0,1.0
459,"['jaman', 'sumsel', 'komando', 'dukung', 'juta', 'vaksinasi', 'hari']",1.0,1.0
460,"['hadir', 'vaksinasi', 'harap', 'optimal', 'kerja', 'insan', 'hulu', 'migas', 'depan', 'jalan', 'tugas', 'lapang', 'awas', 'giat', 'usaha', 'hulu', 'minyak', 'gas', 'bumi', 'capai', 'cita', 'cita', 'ri', 'wujud', 'jt']",1.0,1.0
461,"['tinjau', 'vaksinasi', 'masyarakat', 'stadion', 'cibinong', 'bogor', 'jabar', 'sasar', 'vaksinasi', 'bogor', 'sebar', 'bogor']",1.0,1.0
462,"['daftar', 'vaksinasi', 'jaki', 'data', 'ktp', 'vaksin', 'kartu', 'vaksinasi', 'alamat', 'beda']",0.0,0.0
463,"['laku', 'vaksinasi', 'covid', 'pegawai', 'skk', 'migas', 'wakil', 'sumbagsel', 'wakil', 'kepala', 'wakil', 'skk', 'migas', 'sumbagsel', 'anggono', 'mahendrawan', 'kepala', 'departemen', 'humas', 'skk', 'migas', 'sumbagsel', 'andi', 'arie', 'ucap', 'terima', 'kasih']",1.0,1.0
464,"['vaksinasi', 'nasional', 'capai', 'atus', 'populasi', 'negara', 'tau', 'vaksin', 'parlimen', 'wajar', 'buka', 'teknikal', 'selamat', 'sidang', 'biadap', 'cuba', 'tidak', 'titah', 'ydpa', 'rrm']",0.0,1.0
465,"['stadion', 'kota', 'jawa', 'barat', 'lokasi', 'vaksinasi', 'covid', 'massal', 'landa', 'deras', 'serta', 'kencang', 'butir', 'sebab', 'tenda', 'vaksinasi', 'roboh']",0.0,1.0
466,"['ahli', 'antibodi', 'bentuk', 'sunti', 'dosis', 'vaksin', 'covid']",1.0,1.0
467,"['tdi', 'gbl', 'porak', 'poranda', 'ku', 'hhmmm', 'teu', 'narima', 'vaksinasi', 'kitu', 'sing', 'sarehat', 'deui', 'warga', 'kota', 'jaga', 'daya', 'tahan', 'tubuh', 'ayeuna', 'keur', 'panca', 'roba']",0.0,1.0
468,"['tenda', 'vaksinasi', 'roboh', 'akibat', 'serta']",0.0,0.0
469,"['tenda', 'vaksinasi', 'covid', 'massal', 'roboh', 'gelar', 'vaksinasi', 'judul', 'serbu', 'vaksinasi', 'gelar', 'pagi', 'giat', 'rencana', 'ikut', 'wilayah', 'raya']",0.0,1.0
470,"['capai', 'target', 'ribu', 'vaksinasi', 'pemkot', 'tangerang', 'gandeng']",1.0,1.0
471,"['vaksinasi', 'cepat', 'daerah', 'daerah', 'interaksi', 'masyarakat', 'cepat', 'interaksi', 'mobilitas', 'stasiun', 'bus', 'airport', 'labuh']",1.0,1.0
472,"['urkes', 'probolinggo', 'kota', 'gerak', 'laku', 'vaksinasi']",1.0,1.0
473,"['banyak', 'tarik', 'rem', 'lambat', 'ngegas', 'target', 'vaksinasi', 'lambat', 'jancuk']",0.0,0.0
474,"['serta', 'bpjs', 'prioritas', 'program', 'vaksinasi', 'faskes', 'serta', 'cepat', 'sasar', 'serta', 'daftar', 'faskesnya', 'irit', 'biaya', 'vaksinasi', 'masal', 'lapang', 'timbul', 'cluster']",1.0,1.0
475,"['mumpung', 'vaksinasi', 'gratis', 'manfaat', 'sempat', 'syarat', 'bawa', 'ktp']",1.0,1.0
476,"['vaksinasi', 'lokasi', 'sintong', 'abadi', 'program']",1.0,1.0
477,"['kalurahan', 'tirtohargo', 'laksana', 'giat', 'pantau', 'laksana', 'vaksinasi', 'covid', 'aula', 'kalurahan', 'tirtohargo']",1.0,1.0
478,"['jenderal', 'sigit', 'menteri', 'kesehtan', 'budi', 'gunadi', 'sadikin', 'tinjau', 'vaksinasi', 'stadion', 'jawa', 'barat']",1.0,1.0
479,"['cepat', 'vaksinasi', 'interaksi', 'bogor', 'biro', 'pers', 'media', 'informasi', 'sekretariat', 'website', 'youtube', 'sekretariat']",1.0,1.0
480,"['serma', 'suripan', 'lem', 'sugiyanto', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'lansia', 'tempat', 'aula', 'balai', 'lem', 'laksana', 'tugas', 'sehat', 'golong']",1.0,0.0
481,"['vaksinasi', 'hari', 'bogor', 'capai', 'ribu']",1.0,1.0
482,"['info', 'program', 'vaksinasi', 'turun', 'cluster', 'kantor', 'laksana']",1.0,0.0
483,"['dukung', 'vaksinasi', 'nasional', 'juta', 'vaksin', 'covid']",1.0,1.0
484,"['warga', 'dki', 'jakarta', 'usia', 'ikut', 'program', 'vaksinasi', 'covid', 'gratis', 'simak', 'lengkap']",1.0,1.0
485,"['buanajaya', 'ubrug', 'bantargadung', 'sukabumi', 'giat', 'pam', 'vaksinasi', 'himbauan', 'prokes', 'laksana', 'vaksinasi', 'tim', 'medis', 'puskesma', 'warungkiara', 'sbb', 'daftar', 'vaksin', 'tunda']",1.0,0.0
486,"['kapolres', 'badung', 'pantau', 'vaksinasi', 'covid', 'massal', 'abiansemal']",1.0,0.0
487,"['laksana', 'sentra', 'vaksinasi', 'massal', 'upaya', 'penuh', 'target', 'juta', 'vaksinasi', 'kota', 'agustus']",1.0,1.0
488,"['forum', 'koordinasi', 'pimpin', 'kota', 'forkopimko', 'jakarta', 'pusat', 'gelar', 'sentra', 'vaksinasi', 'massal', 'covid', 'massal', 'kawasan', 'blok', 'pasar', 'tanah', 'abang']",1.0,1.0
489,"['anda', 'vaksin', 'kemas', 'bentuk', 'tablet', 'sachet', 'sebar', 'vaksinasi', 'cepat']",1.0,1.0
490,"['kota', 'gelar', 'vaksinasi', 'massal']",1.0,1.0
491,"['warungkiara', 'nandi', 'sukaharja', 'warungkiara', 'sukabumi', 'giat', 'pam', 'vaksinasi', 'himbauan', 'prokes', 'laksana', 'vaksinasi', 'tim', 'medis', 'puskesma', 'warungkiara', 'sbb', 'daftar', 'vaksin', 'tunda']",1.0,0.0
492,"['selamat', 'baca', 'tingkat', 'cakup', 'program', 'vaksinasi', 'nasional', 'baharu', 'atur', 'laksana', 'vaksinasi', 'rangka', 'tanggulang', 'pandemi']",1.0,1.0
493,"['itb', 'buka', 'vaksinasi', 'alumni', 'keluarga', 'syarat', 'lokasi']",1.0,1.0
494,"['wali', 'kota', 'jakbar', 'dandim', 'tinjau', 'vaksinasi', 'rusun', 'angke', 'tambora']",1.0,1.0
495,"['dosis', 'wali', 'kota', 'gibran', 'genjot', 'vaksinasi', 'driver', 'ojol', 'operasi', 'solo']",1.0,1.0
496,"['tinjau', 'vaksinasi', 'massal', 'stadion', 'bogor']",1.0,1.0
497,"['udh', 'colong', 'kontak', 'positif', 'pcr', 'apd', 'udh', 'cocok', 'uji', 'klinis', 'vaksinasi']",0.0,1.0
498,"['warungkiara', 'nandi', 'ubrug', 'warungkiara', 'sukabumi', 'giat', 'pam', 'vaksinasi', 'himbauan', 'prokes', 'laksana', 'vaksinasi', 'tim', 'medis', 'puskesma', 'warungkiara', 'sbb', 'daftar', 'vaksin', 'tunda']",1.0,0.0
499,"['pemkot', 'jakpus', 'kolaborasi', 'bareng', 'green', 'pramuka', 'gelar', 'vaksinasi', 'covid']",1.0,1.0
500,"['pusat', 'izin', 'vaksinasi', 'warga', 'usia', 'bekas']",1.0,0.0
501,"['vaksinasi', 'massal', 'lansia', 'laksana', 'cikarang', 'timur']",1.0,1.0
502,"['susah', 'abis', 'vaksinasi', 'kepala', 'sakit', 'gin', 'ga', 'tidur', 'mimpi', 'buruk']",0.0,0.0
503,"['vaksinasi', 'kaya', 'sporadis', 'gin', 'hari', 'selesai', 'pindah', 'program', 'minimal', 'ga', 'parebut', 'padedet']",0.0,1.0
504,"['pasongsongan', 'laku', 'cepat', 'vaksinasi', 'covid']",1.0,1.0
505,"['pantau', 'vaksinasi', 'disiplin', 'prokes', 'butuh', 'ut']",1.0,1.0
506,"['warga', 'raya', 'serbu', 'stadion', 'gedebage', 'kota', 'ikut', 'vaksinasi', 'massal']",1.0,0.0
507,"['edar', 'video', 'antre', 'vaksinasi']",0.0,1.0
508,"['silah', 'rsud', 'sentra', 'layan', 'vaksinasi', 'dekat', 'bawa', 'ktp', 'dki', 'jakarta', 'isi', 'data', 'lokasi', 'vaksinasi', 'daftar', 'pilih', 'jadwal', 'vaksinasi', 'jaki']",1.0,1.0
509,"['libat', 'sektor', 'jasa', 'uang', 'cepat', 'vaksinasi', 'covid']",1.0,1.0
510,"['jakarta', 'tingkat', 'vaksinasi', 'tekan', 'sebar', 'corona']",1.0,1.0
511,"['welcome', 'usaha', 'jakarta', 'kantor', 'vaksinasi']",1.0,1.0
512,"['info', 'vaksinasi', 'gotong', 'royong', 'skema']",1.0,0.0
513,"['harap', 'usaha', 'program', 'vaksin', 'gotong', 'royong', 'sumbang', 'vaksin', 'warga', 'karyawannya', 'cepat', 'cakup', 'vaksinasi', 'nasional']",1.0,1.0
514,"['tenda', 'vaksinasi', 'massal', 'stadion', 'ambruk']",0.0,0.0
515,"['pusat', 'vaksinasi']",1.0,1.0
516,"['kabar', 'vaksinasi', 'msyarakat']",0.0,1.0
517,"['dinkes', 'kalteng', 'vaksinasi', 'bentuk', 'ikhtiar', 'lawan', 'covid']",1.0,1.0
518,"['cek', 'vaksinasi', 'menkes', 'pasti', 'tambah', 'dosis', 'optimal']",1.0,1.0
519,"['gamau', 'sebenernya', 'vaksinasi', 'sinopharm', 'hubung', 'sakit', 'gak', 'dianjurin', 'thx', 'info']",0.0,0.0
520,"['warga', 'kradinan', 'antusias', 'vaksinasi', 'covid']",1.0,1.0
521,"['vaksinasi', 'tahap', 'rasa', 'ga', 'ga', 'sus', 'gel', 'ngantuk', 'laper', 'ga', 'ngantuk', 'laperan', 'kaya', 'ga', 'beda', 'serius', 'ketawa']",1.0,0.0
522,"['wagub', 'tinjau', 'cepat', 'vaksinasi', 'kantor', 'kalteng']",1.0,1.0
523,"['berita', 'baru', 'gandeng', 'dinkes', 'pkk', 'bitung', 'prakarsa', 'cepat', 'vaksinasi', 'covid']",1.0,1.0
524,"['masyarakat', 'padat', 'kompleks', 'stadion', 'wib', 'lengkap', 'klik']",0.0,1.0
525,"['barus', 'hendra', 'sinaga', 'monitor', 'vaksinasi', 'barus']",1.0,1.0
526,"['malang', 'pasuk', 'pekan', 'tiga', 'laksana', 'vaksinasi', 'vaksin', 'astrazeneca']",1.0,0.0
527,"['coba', 'cek']",1.0,0.0
528,"['kunjung', 'kantor', 'kedung', 'waringin', 'aiptu', 'gianto', 'koordinasi', 'laksana', 'giat', 'vaksinasi', 'covid', 'warga', 'usia', 'atas']",1.0,0.0
529,"['cepat', 'vaksinasi', 'daerah', 'interaksi']",1.0,1.0
530,"['sapa', 'warga', 'vaksin', 'andrei', 'angouw', 'pantau', 'detail', 'proses', 'vaksinasi']",1.0,1.0
531,"['tinjau', 'vaksinasi', 'center', 'andrei', 'angouw', 'sanksi', 'wali', 'kota', 'wakil', 'wali', 'kota', 'manado', 'andrei', 'angouw', 'richard', 'sualang', 'tinjau', 'jalan', 'vaksinasi', 'hebat', 'pemkot', 'manado', 'center']",1.0,1.0
532,"['vaksinasi', 'bal', 'persen', 'tuju', 'mudik', 'kmarin', 'mutusin', 'ndak', 'mudik']",1.0,0.0
533,"['sertu', 'sutardi', 'genengduwur', 'genengduwur', 'laksana', 'giat', 'aman', 'pantau', 'vaksinasi', 'lansia', 'tempat', 'aula', 'balai', 'genengduwur', 'laksana', 'tugas', 'sehat', 'golong']",1.0,0.0
534,"['sasar', 'vaksin']",1.0,1.0
535,"['diy', 'irjen', 'asep', 'suhendar', 'tinjau', 'laksana', 'vaksinasi', 'covid', 'pendopo', 'royal', 'ambarukmo', 'yogyakarta']",1.0,1.0
536,"['cikarageman', 'aipda', 'ugi', 'handoko', 'laksana', 'aman', 'vaksinasi', 'lansia', 'kantor', 'cikarageman', 'setu']",1.0,1.0
537,"['vaksinasi', 'never', 'idea']",0.0,1.0
538,"['supriyanta', 'serda', 'matroni', 'sosialisasi', 'vaksinasi', 'covid', 'lansia', 'kp', 'bulak', 'bunut', 'karangsambung']",1.0,1.0
539,"['vaksinasi', 'massal', 'dongkrak', 'gairah', 'masyarakat']",1.0,1.0
540,"['ayo', 'vaksinasi', 'covid']",1.0,1.0
541,"['nu', 'mpd', 'gelar', 'vaksinasi', 'gratis', 'rawan', 'mahasiswa']",1.0,1.0
542,"['aspek', 'bayar', 'mrupakn', 'upaya', 'kemekes', 'selenggara', 'program', 'vaksinasi', 'nasional', 'prcepatan', 'laju', 'vaksinasi', 'capa', 'herd', 'immunity', 'perhati', 'butuh', 'vaksinasi', 'covid', 'indonesia']",1.0,0.0
543,"['diperjualbelikan', 'atur', 'tangan', 'kipi', 'stlh', 'terima', 'vaksinasi', 'covid', 'butuh', 'obat', 'awat', 'faskes', 'sesuai', 'indikasi', 'medis', 'protokol', 'obat']",1.0,1.0
544,"['izin', 'guna', 'jenis', 'vaksin', 'covid', 'program', 'vaksinasi', 'vaksinasi', 'gotong', 'royong', 'catat', 'vaksin', 'merek', 'sinopharm', 'skema', 'hibah', 'perintah', 'ribu', 'dosis']",1.0,1.0
545,"['vaksin', 'tetap', 'vaksinasi', 'gr', 'sinopharm', 'moderna', 'cansino', 'vaksin', 'sinovac', 'pfizer', 'astrazeneca', 'novavax', 'vaksin', 'gotong', 'royong']",1.0,1.0
546,"['tingkat', 'cakup', 'program', 'vaksinasi', 'nasional', 'baharu', 'atur', 'laksana', 'vaksinasi', 'rangka', 'tanggulang', 'pandemi', 'covid']",1.0,1.0
547,"['mantau', 'vaksinasi', 'pake', 'pake', 'face', 'shield', 'sok', 'prokes', 'ko', 'gilir', 'kaya', 'gin', 'nyontohinnya', 'dasar', 'kasar']",0.0,1.0
548,"['tim', 'medis', 'dd', 'terjun', 'latih', 'vaksinator', 'pemda', 'dki']",1.0,1.0
549,"['vaksinasi', 'massal', 'tanah', 'abang', 'target', 'warga']",1.0,1.0
550,"['provinsi', 'dki', 'jakarta', 'gelar', 'vaksinasi', 'warga', 'usia']",1.0,1.0
551,"['warga', 'cengkareng', 'bentuk', 'apresiasi', 'karna', 'antusiasme', 'warga', 'buka', 'pos', 'vaksinasi', 'cengkareng', 'daftar', 'link', 'karna', 'terima', 'show']",1.0,1.0
552,"['serka', 'rahmadi', 'wakil', 'danramil', 'tanon', 'hadir', 'giat', 'vaksinasi', 'covid', 'lansia', 'muspika', 'tanon', 'tempat', 'tanon', 'tanon']",1.0,0.0
553,"['beda', 'vaksinasi', 'gotong', 'royong', 'vaksinasi', 'program']",1.0,0.0
554,"['salah', 'vaksinasi', 'sebab', 'varian', 'covid']",0.0,1.0
555,"['vaksinasi', 'covid', 'ri', 'dosis', 'sunti', 'download', 'aplikasi', 'tribunnews', 'berita', 'baru', 'dapat', 'android']",1.0,0.0
556,"['vaksinasi', 'rata', 'ko', 'daerah', 'sya', 'perintah', 'peduli', 'kpda', 'rakyat']",0.0,1.0
557,"['personil', 'palipi', 'laksana', 'monitoring', 'giat', 'vaksinasi', 'covid', 'janji', 'maria', 'sitio', 'tio']",1.0,1.0
